date,month,year,state,number_of_fires
2007-01-01,September,2007,Goias,617.0
2008-01-01,September,2008,Goias,233.0
2009-01-01,September,2009,Goias,47.0
2010-01-01,September,2010,Goias,198.0
2011-01-01,September,2011,Goias,450.0
2012-01-01,September,2012,Goias,188.0
2013-01-01,September,2013,Goias,303.0
2014-01-01,September,2014,Goias,208.0
2015-01-01,September,2015,Goias,156.0
2016-01-01,September,2016,Goias,644.0
2017-01-01,September,2017,Goias,626.0
1998-01-01,October,1998,Goias,4.0
1999-01-01,October,1999,Goias,16.0
2000-01-01,October,2000,Goias,55.0
2001-01-01,October,2001,Goias,26.0
2002-01-01,October,2002,Goias,42.0
2003-01-01,October,2003,Goias,669.0
2004-01-01,October,2004,Goias,704.0
2005-01-01,October,2005,Goias,197.0
2006-01-01,October,2006,Goias,269.0
2007-01-01,October,2007,Goias,35.0
2008-01-01,October,2008,Goias,56.0
2009-01-01,October,2009,Goias,252.0
2010-01-01,October,2010,Goias,76.0
2011-01-01,October,2011,Goias,102.0
2012-01-01,October,2012,Goias,34.0
2014-01-01,October,2014,Goias,122.0
2015-01-01,October,2015,Goias,21.0
2016-01-01,October,2016,Goias,56.0
2017-01-01,October,2017,Goias,51.0
1998-01-01,November,1998,Goias,21.0
1999-01-01,November,1999,Goias,84.0
2000-01-01,November,2000,Goias,19.0
2001-01-01,November,2001,Goias,66.0
2002-01-01,November,2002,Goias,348.0
2003-01-01,November,2003,Goias,347.0
2004-01-01,November,2004,Goias,279.0
2005-01-01,November,2005,Goias,384.0
2006-01-01,November,2006,Goias,45.0
2007-01-01,November,2007,Goias,26.0
2008-01-01,November,2008,Goias,16.0
2009-01-01,November,2009,Goias,61.0
2010-01-01,November,2010,Goias,88.0
2011-01-01,November,2011,Goias,79.0
2012-01-01,November,2012,Goias,72.0
2013-01-01,November,2013,Goias,84.0
2014-01-01,November,2014,Goias,43.0
2015-01-01,November,2015,Goias,9.0
2016-01-01,November,2016,Goias,156.0
2017-01-01,November,2017,Goias,152.0
1998-01-01,December,1998,Goias,26.0
1999-01-01,December,1999,Goias,89.0
2000-01-01,December,2000,Goias,29.0
2001-01-01,December,2001,Goias,45.0
2002-01-01,December,2002,Goias,76.0
2003-01-01,December,2003,Goias,129.0
2004-01-01,December,2004,Goias,68.0
2005-01-01,December,2005,Goias,17.0
2006-01-01,December,2006,Goias,7.0
2007-01-01,December,2007,Goias,17.0
2008-01-01,December,2008,Goias,29.0
2009-01-01,December,2009,Goias,20.0
2010-01-01,December,2010,Goias,23.0
2011-01-01,December,2011,Goias,24.0
2012-01-01,December,2012,Goias,32.0
2014-01-01,December,2014,Goias,45.0
2015-01-01,December,2015,Goias,19.0
2016-01-01,December,2016,Goias,20.0
1998-01-01,January,1998,Maranhao,0.0
1999-01-01,January,1999,Maranhao,54.0
2000-01-01,January,2000,Maranhao,19.0
2001-01-01,January,2001,Maranhao,29.0
2002-01-01,January,2002,Maranhao,48.0
2003-01-01,January,2003,Maranhao,436.0
2004-01-01,January,2004,Maranhao,241.0
2005-01-01,January,2005,Maranhao,450.0
2006-01-01,January,2006,Maranhao,221.0
2007-01-01,January,2007,Maranhao,428.0
2008-01-01,January,2008,Maranhao,121.0
2010-01-01,January,2010,Maranhao,319.0
2011-01-01,January,2011,Maranhao,124.0
2012-01-01,January,2012,Maranhao,326.0
2013-01-01,January,2013,Maranhao,209.0
2014-01-01,January,2014,Maranhao,195.0
2015-01-01,January,2015,Maranhao,494.0
2016-01-01,January,2016,Maranhao,412.0
2017-01-01,January,2017,Maranhao,187.0
1998-01-01,February,1998,Maranhao,0.0
1999-01-01,February,1999,Maranhao,6.0
2000-01-01,February,2000,Maranhao,11.0
2001-01-01,February,2001,Maranhao,1.0
2002-01-01,February,2002,Maranhao,116.0
2003-01-01,February,2003,Maranhao,11.0
2004-01-01,February,2004,Maranhao,22.0
2005-01-01,February,2005,Maranhao,56.0
2006-01-01,February,2006,Maranhao,22.0
2007-01-01,February,2007,Maranhao,13.0
2008-01-01,February,2008,Maranhao,45.0
2009-01-01,February,2009,Maranhao,20.0
2010-01-01,February,2010,Maranhao,93.0
2011-01-01,February,2011,Maranhao,9.0
2012-01-01,February,2012,Maranhao,46.0
2013-01-01,February,2013,Maranhao,62.0
2014-01-01,February,2014,Maranhao,29.0
2015-01-01,February,2015,Maranhao,95.0
2016-01-01,February,2016,Maranhao,318.0
2017-01-01,February,2017,Maranhao,47.0
1998-01-01,March,1998,Maranhao,0.0
1999-01-01,March,1999,Maranhao,17.0
2000-01-01,March,2000,Maranhao,6.0
2001-01-01,March,2001,Maranhao,0.0
2002-01-01,March,2002,Maranhao,16.0
2003-01-01,March,2003,Maranhao,16.0
2004-01-01,March,2004,Maranhao,18.0
2005-01-01,March,2005,Maranhao,9.0
2006-01-01,March,2006,Maranhao,14.0
2007-01-01,March,2007,Maranhao,52.0
2008-01-01,March,2008,Maranhao,4.0
2009-01-01,March,2009,Maranhao,33.0
2010-01-01,March,2010,Maranhao,82.0
2011-01-01,March,2011,Maranhao,22.0
2012-01-01,March,2012,Maranhao,49.0
2013-01-01,March,2013,Maranhao,30.0
2014-01-01,March,2014,Maranhao,59.0
2015-01-01,March,2015,Maranhao,53.0
2016-01-01,March,2016,Maranhao,113.0
2017-01-01,March,2017,Maranhao,32.0
1998-01-01,April,1998,Maranhao,0.0
1999-01-01,April,1999,Maranhao,4.0
2000-01-01,April,2000,Maranhao,6.0
2001-01-01,April,2001,Maranhao,2.0
2002-01-01,April,2002,Maranhao,28.0
2003-01-01,April,2003,Maranhao,79.0
2005-01-01,April,2005,Maranhao,43.0
2006-01-01,April,2006,Maranhao,9.0
2007-01-01,April,2007,Maranhao,5.0
2008-01-01,April,2008,Maranhao,26.0
2009-01-01,April,2009,Maranhao,14.0
2010-01-01,April,2010,Maranhao,128.0
2011-01-01,April,2011,Maranhao,37.0
2012-01-01,April,2012,Maranhao,97.0
2013-01-01,April,2013,Maranhao,62.0
2014-01-01,April,2014,Maranhao,78.0
2015-01-01,April,2015,Maranhao,119.0
2016-01-01,April,2016,Maranhao,113.0
2017-01-01,April,2017,Maranhao,91.0
1998-01-01,May,1998,Maranhao,0.0
1999-01-01,May,1999,Maranhao,3.0
2000-01-01,May,2000,Maranhao,28.0
2001-01-01,May,2001,Maranhao,21.0
2002-01-01,May,2002,Maranhao,71.0
2003-01-01,May,2003,Maranhao,60.0
2004-01-01,May,2004,Maranhao,145.0
2005-01-01,May,2005,Maranhao,74.0
2006-01-01,May,2006,Maranhao,5.0
2007-01-01,May,2007,Maranhao,73.0
2008-01-01,May,2008,Maranhao,26.0
2009-01-01,May,2009,Maranhao,19.0
2010-01-01,May,2010,Maranhao,273.0
2011-01-01,May,2011,Maranhao,73.0
2012-01-01,May,2012,Maranhao,286.0
2013-01-01,May,2013,Maranhao,100.0
2014-01-01,May,2014,Maranhao,148.0
2015-01-01,May,2015,Maranhao,194.0
2016-01-01,May,2016,Maranhao,206.0
2017-01-01,May,2017,Maranhao,142.0
1998-01-01,June,1998,Maranhao,78.0
1999-01-01,June,1999,Maranhao,32.0
2000-01-01,June,2000,Maranhao,94.0
2001-01-01,June,2001,Maranhao,100.0
2002-01-01,June,2002,Maranhao,230.0
2003-01-01,June,2003,Maranhao,338.0
2004-01-01,June,2004,Maranhao,706.0
2005-01-01,June,2005,Maranhao,529.0
2006-01-01,June,2006,Maranhao,131.0
2007-01-01,June,2007,Maranhao,515.0
2008-01-01,June,2008,Maranhao,235.0
2009-01-01,June,2009,Maranhao,279.0
2010-01-01,June,2010,Maranhao,494.0
2011-01-01,June,2011,Maranhao,602.0
2012-01-01,June,2012,Maranhao,915.0
2013-01-01,June,2013,Maranhao,498.0
2014-01-01,June,2014,Maranhao,812.0
2015-01-01,June,2015,Maranhao,887.0
2016-01-01,June,2016,Maranhao,709.0
2017-01-01,June,2017,Maranhao,885.0
1998-01-01,July,1998,Maranhao,274.0
1999-01-01,July,1999,Maranhao,258.0
2000-01-01,July,2000,Maranhao,233.0
2001-01-01,July,2001,Maranhao,549.0
2002-01-01,July,2002,Maranhao,1.271
2003-01-01,July,2003,Maranhao,1.103
2004-01-01,July,2004,Maranhao,1.366
2005-01-01,July,2005,Maranhao,1.152
2006-01-01,July,2006,Maranhao,512.0
2007-01-01,July,2007,Maranhao,1.205
2008-01-01,July,2008,Maranhao,502.0
2009-01-01,July,2009,Maranhao,972.0
2010-01-01,July,2010,Maranhao,2.323
2011-01-01,July,2011,Maranhao,1.024
2012-01-01,July,2012,Maranhao,3.548
2013-01-01,July,2013,Maranhao,1.111
2014-01-01,July,2014,Maranhao,2.068
2015-01-01,July,2015,Maranhao,1.642
2016-01-01,July,2016,Maranhao,2.096
2017-01-01,July,2017,Maranhao,2.521
1998-01-01,August,1998,Maranhao,1.176
1999-01-01,August,1999,Maranhao,895.0
2000-01-01,August,2000,Maranhao,839.0
2001-01-01,August,2001,Maranhao,2.037
2002-01-01,August,2002,Maranhao,3.481
2003-01-01,August,2003,Maranhao,2.023
2004-01-01,August,2004,Maranhao,1.889
2006-01-01,August,2006,Maranhao,1.382
2007-01-01,August,2007,Maranhao,8.409
2008-01-01,August,2008,Maranhao,713.0
2009-01-01,August,2009,Maranhao,1.766
2010-01-01,August,2010,Maranhao,6.353
2011-01-01,August,2011,Maranhao,2.138
2012-01-01,August,2012,Maranhao,10.395
2013-01-01,August,2013,Maranhao,2.098
2014-01-01,August,2014,Maranhao,5.592
2015-01-01,August,2015,Maranhao,5.428
2017-01-01,August,2017,Maranhao,3.875
1998-01-01,September,1998,Maranhao,3.935
1999-01-01,September,1999,Maranhao,1.739
2000-01-01,September,2000,Maranhao,1.365
2001-01-01,September,2001,Maranhao,4.618
2002-01-01,September,2002,Maranhao,3.181
2003-01-01,September,2003,Maranhao,5.878
2004-01-01,September,2004,Maranhao,4.673
2005-01-01,September,2005,Maranhao,6.292
2006-01-01,September,2006,Maranhao,2.907
2007-01-01,September,2007,Maranhao,8.524
2008-01-01,September,2008,Maranhao,2.761
2009-01-01,September,2009,Maranhao,2.404
2010-01-01,September,2010,Maranhao,9.795
2011-01-01,September,2011,Maranhao,4.632
2012-01-01,September,2012,Maranhao,7.626
2013-01-01,September,2013,Maranhao,3.88
2014-01-01,September,2014,Maranhao,4.373
2015-01-01,September,2015,Maranhao,6.423
2016-01-01,September,2016,Maranhao,3.166
2017-01-01,September,2017,Maranhao,14.825
1998-01-01,October,1998,Maranhao,5.137
1999-01-01,October,1999,Maranhao,3.208
2000-01-01,October,2000,Maranhao,2.654
2001-01-01,October,2001,Maranhao,6.661
2002-01-01,October,2002,Maranhao,5.182
2003-01-01,October,2003,Maranhao,6.085
2004-01-01,October,2004,Maranhao,3.604
2005-01-01,October,2005,Maranhao,6.472
2006-01-01,October,2006,Maranhao,3.024
2007-01-01,October,2007,Maranhao,4.772
2008-01-01,October,2008,Maranhao,3.498
2009-01-01,October,2009,Maranhao,1.861
2010-01-01,October,2010,Maranhao,3.228
2011-01-01,October,2011,Maranhao,2.404
2012-01-01,October,2012,Maranhao,5.0
2013-01-01,October,2013,Maranhao,2.918
2014-01-01,October,2014,Maranhao,5.812
2015-01-01,October,2015,Maranhao,6.746
2016-01-01,October,2016,Maranhao,5.351
2017-01-01,October,2017,Maranhao,6.011
1998-01-01,November,1998,Maranhao,2.237
1999-01-01,November,1999,Maranhao,1.494
2000-01-01,November,2000,Maranhao,2.267
2001-01-01,November,2001,Maranhao,3.525
2002-01-01,November,2002,Maranhao,5.83
2003-01-01,November,2003,Maranhao,4.929
2004-01-01,November,2004,Maranhao,6.398
2005-01-01,November,2005,Maranhao,4.769
2006-01-01,November,2006,Maranhao,2.004
2007-01-01,November,2007,Maranhao,2.297
2008-01-01,November,2008,Maranhao,2.331
2009-01-01,November,2009,Maranhao,5.0
2010-01-01,November,2010,Maranhao,4.005
2011-01-01,November,2011,Maranhao,2.261
2012-01-01,November,2012,Maranhao,2.01
2013-01-01,November,2013,Maranhao,2.529
2014-01-01,November,2014,Maranhao,3.869
2015-01-01,November,2015,Maranhao,4.35
2016-01-01,November,2016,Maranhao,3.982
2017-01-01,November,2017,Maranhao,2.3
1998-01-01,December,1998,Maranhao,1.399
1999-01-01,December,1999,Maranhao,1.001
2000-01-01,December,2000,Maranhao,1.461
2001-01-01,December,2001,Maranhao,1.296
2002-01-01,December,2002,Maranhao,2.165
2003-01-01,December,2003,Maranhao,2.424
2004-01-01,December,2004,Maranhao,3.255
2005-01-01,December,2005,Maranhao,1.66
2006-01-01,December,2006,Maranhao,1.052
2007-01-01,December,2007,Maranhao,800.0
2008-01-01,December,2008,Maranhao,1.101
2009-01-01,December,2009,Maranhao,1.768
2010-01-01,December,2010,Maranhao,1.803
2011-01-01,December,2011,Maranhao,1.629
2012-01-01,December,2012,Maranhao,1.296
2013-01-01,December,2013,Maranhao,2.692
2014-01-01,December,2014,Maranhao,2.4
2015-01-01,December,2015,Maranhao,3.706
2016-01-01,December,2016,Maranhao,1.577
1998-01-01,January,1998,Mato Grosso,0.0
1999-01-01,January,1999,Mato Grosso,39.0
2000-01-01,January,2000,Mato Grosso,44.0
2001-01-01,January,2001,Mato Grosso,44.0
2002-01-01,January,2002,Mato Grosso,172.0
2003-01-01,January,2003,Mato Grosso,896.0
2004-01-01,January,2004,Mato Grosso,301.0
2005-01-01,January,2005,Mato Grosso,438.0
2006-01-01,January,2006,Mato Grosso,947.0
2007-01-01,January,2007,Mato Grosso,476.0
2008-01-01,January,2008,Mato Grosso,245.0
2009-01-01,January,2009,Mato Grosso,527.0
2010-01-01,January,2010,Mato Grosso,298.0
2011-01-01,January,2011,Mato Grosso,171.0
2012-01-01,January,2012,Mato Grosso,166.0
2013-01-01,January,2013,Mato Grosso,269.0
2014-01-01,January,2014,Mato Grosso,315.0
2015-01-01,January,2015,Mato Grosso,960.0
2016-01-01,January,2016,Mato Grosso,374.0
2017-01-01,January,2017,Mato Grosso,482.0
1998-01-01,February,1998,Mato Grosso,0.0
1999-01-01,February,1999,Mato Grosso,28.0
2000-01-01,February,2000,Mato Grosso,35.0
2001-01-01,February,2001,Mato Grosso,54.0
2002-01-01,February,2002,Mato Grosso,22.0
2003-01-01,February,2003,Mato Grosso,592.0
2004-01-01,February,2004,Mato Grosso,272.0
2005-01-01,February,2005,Mato Grosso,871.0
2006-01-01,February,2006,Mato Grosso,383.0
2007-01-01,February,2007,Mato Grosso,213.0
2008-01-01,February,2008,Mato Grosso,180.0
2009-01-01,February,2009,Mato Grosso,248.0
2010-01-01,February,2010,Mato Grosso,431.0
2011-01-01,February,2011,Mato Grosso,119.0
2012-01-01,February,2012,Mato Grosso,193.0
2013-01-01,February,2013,Mato Grosso,375.0
2014-01-01,February,2014,Mato Grosso,199.0
2015-01-01,February,2015,Mato Grosso,542.0
2016-01-01,February,2016,Mato Grosso,1.05
2017-01-01,February,2017,Mato Grosso,337.0
1998-01-01,March,1998,Mato Grosso,0.0
1999-01-01,March,1999,Mato Grosso,18.0
2000-01-01,March,2000,Mato Grosso,60.0
2001-01-01,March,2001,Mato Grosso,24.0
2002-01-01,March,2002,Mato Grosso,103.0
2003-01-01,March,2003,Mato Grosso,554.0
2004-01-01,March,2004,Mato Grosso,743.0
2005-01-01,March,2005,Mato Grosso,362.0
2006-01-01,March,2006,Mato Grosso,448.0
2007-01-01,March,2007,Mato Grosso,476.0
2008-01-01,March,2008,Mato Grosso,180.0
2009-01-01,March,2009,Mato Grosso,325.0
2010-01-01,March,2010,Mato Grosso,605.0
2011-01-01,March,2011,Mato Grosso,252.0
2012-01-01,March,2012,Mato Grosso,423.0
2013-01-01,March,2013,Mato Grosso,563.0
2014-01-01,March,2014,Mato Grosso,655.0
2015-01-01,March,2015,Mato Grosso,705.0
2016-01-01,March,2016,Mato Grosso,1.085
2017-01-01,March,2017,Mato Grosso,719.0
1999-01-01,April,1999,Mato Grosso,76.0
2000-01-01,April,2000,Mato Grosso,59.0
2001-01-01,April,2001,Mato Grosso,309.0
2002-01-01,April,2002,Mato Grosso,641.0
2003-01-01,April,2003,Mato Grosso,903.0
2004-01-01,April,2004,Mato Grosso,441.0
2005-01-01,April,2005,Mato Grosso,372.0
2007-01-01,April,2007,Mato Grosso,79.0
2008-01-01,April,2008,Mato Grosso,274.0
2009-01-01,April,2009,Mato Grosso,169.0
2010-01-01,April,2010,Mato Grosso,769.0
2011-01-01,April,2011,Mato Grosso,345.0
2012-01-01,April,2012,Mato Grosso,521.0
2013-01-01,April,2013,Mato Grosso,338.0
2014-01-01,April,2014,Mato Grosso,859.0
2015-01-01,April,2015,Mato Grosso,947.0
2016-01-01,April,2016,Mato Grosso,1.77
2017-01-01,April,2017,Mato Grosso,606.0
1998-01-01,May,1998,Mato Grosso,0.0
1999-01-01,May,1999,Mato Grosso,731.0
2000-01-01,May,2000,Mato Grosso,1.194
2001-01-01,May,2001,Mato Grosso,1.193
2002-01-01,May,2002,Mato Grosso,2.528
2003-01-01,May,2003,Mato Grosso,942.0
2004-01-01,May,2004,Mato Grosso,2.413
2005-01-01,May,2005,Mato Grosso,1.641
2006-01-01,May,2006,Mato Grosso,269.0
2007-01-01,May,2007,Mato Grosso,359.0
2008-01-01,May,2008,Mato Grosso,119.0
2009-01-01,May,2009,Mato Grosso,516.0
2010-01-01,May,2010,Mato Grosso,1.313
2011-01-01,May,2011,Mato Grosso,547.0
2012-01-01,May,2012,Mato Grosso,812.0
2013-01-01,May,2013,Mato Grosso,739.0
2014-01-01,May,2014,Mato Grosso,933.0
2015-01-01,May,2015,Mato Grosso,541.0
2016-01-01,May,2016,Mato Grosso,1.081
2017-01-01,May,2017,Mato Grosso,845.0
1998-01-01,June,1998,Mato Grosso,2.201
1999-01-01,June,1999,Mato Grosso,2.201
2000-01-01,June,2000,Mato Grosso,4.358
2001-01-01,June,2001,Mato Grosso,6.665
2002-01-01,June,2002,Mato Grosso,7.878
2003-01-01,June,2003,Mato Grosso,4.313
2004-01-01,June,2004,Mato Grosso,9.813
2005-01-01,June,2005,Mato Grosso,2.294
2006-01-01,June,2006,Mato Grosso,856.0
2007-01-01,June,2007,Mato Grosso,1.339
2008-01-01,June,2008,Mato Grosso,403.0
2009-01-01,June,2009,Mato Grosso,979.0
2010-01-01,June,2010,Mato Grosso,1.025
2011-01-01,June,2011,Mato Grosso,974.0
2012-01-01,June,2012,Mato Grosso,1.651
2013-01-01,June,2013,Mato Grosso,1.213
2014-01-01,June,2014,Mato Grosso,1.795
2015-01-01,June,2015,Mato Grosso,1.402
2016-01-01,June,2016,Mato Grosso,1.417
2017-01-01,June,2017,Mato Grosso,2.041
1998-01-01,July,1998,Mato Grosso,3.712
1999-01-01,July,1999,Mato Grosso,3.926
2000-01-01,July,2000,Mato Grosso,1.338
2001-01-01,July,2001,Mato Grosso,1.555
2002-01-01,July,2002,Mato Grosso,5.661
2003-01-01,July,2003,Mato Grosso,5.435
2004-01-01,July,2004,Mato Grosso,11.517
2005-01-01,July,2005,Mato Grosso,4.172
2006-01-01,July,2006,Mato Grosso,1.941
2007-01-01,July,2007,Mato Grosso,1.79
2008-01-01,July,2008,Mato Grosso,1.117
2009-01-01,July,2009,Mato Grosso,1.613
2010-01-01,July,2010,Mato Grosso,3.442
2011-01-01,July,2011,Mato Grosso,1.061
2012-01-01,July,2012,Mato Grosso,2.008
2013-01-01,July,2013,Mato Grosso,1.63
2014-01-01,July,2014,Mato Grosso,2.255
2015-01-01,July,2015,Mato Grosso,1.533
2016-01-01,July,2016,Mato Grosso,3.495
2017-01-01,July,2017,Mato Grosso,2.79
1998-01-01,August,1998,Mato Grosso,15.406
1999-01-01,August,1999,Mato Grosso,18.566
2000-01-01,August,2000,Mato Grosso,6.063
2001-01-01,August,2001,Mato Grosso,7.762
2002-01-01,August,2002,Mato Grosso,14.086
2003-01-01,August,2003,Mato Grosso,11.132
2004-01-01,August,2004,Mato Grosso,13.603
2005-01-01,August,2005,Mato Grosso,11.57
2006-01-01,August,2006,Mato Grosso,6.218
2007-01-01,August,2007,Mato Grosso,14.453
2008-01-01,August,2008,Mato Grosso,2.875
2009-01-01,August,2009,Mato Grosso,2.25
2010-01-01,August,2010,Mato Grosso,14.608
2011-01-01,August,2011,Mato Grosso,2.628
2012-01-01,August,2012,Mato Grosso,6.195
2013-01-01,August,2013,Mato Grosso,3.568
2014-01-01,August,2014,Mato Grosso,7.167
2015-01-01,August,2015,Mato Grosso,5.112
2016-01-01,August,2016,Mato Grosso,6.228
2017-01-01,August,2017,Mato Grosso,6.229
1998-01-01,September,1998,Mato Grosso,10.363
1999-01-01,September,1999,Mato Grosso,11.729
2000-01-01,September,2000,Mato Grosso,6.251
2001-01-01,September,2001,Mato Grosso,8.49
2002-01-01,September,2002,Mato Grosso,11.034
2003-01-01,September,2003,Mato Grosso,15.79
2004-01-01,September,2004,Mato Grosso,24.994
2005-01-01,September,2005,Mato Grosso,20.551
2006-01-01,September,2006,Mato Grosso,12.661
2007-01-01,September,2007,Mato Grosso,25.963
2008-01-01,September,2008,Mato Grosso,7.965
2009-01-01,September,2009,Mato Grosso,3.129
2010-01-01,September,2010,Mato Grosso,18.366
2011-01-01,September,2011,Mato Grosso,6.332
2012-01-01,September,2012,Mato Grosso,10.344
2013-01-01,September,2013,Mato Grosso,5.576
2014-01-01,September,2014,Mato Grosso,7.081
2015-01-01,September,2015,Mato Grosso,11.068
2016-01-01,September,2016,Mato Grosso,8.98
2017-01-01,September,2017,Mato Grosso,23.945
1998-01-01,October,1998,Mato Grosso,2.707
1999-01-01,October,1999,Mato Grosso,6.109
2000-01-01,October,2000,Mato Grosso,6.062
2001-01-01,October,2001,Mato Grosso,6.543
2002-01-01,October,2002,Mato Grosso,9.375
2003-01-01,October,2003,Mato Grosso,5.341
2004-01-01,October,2004,Mato Grosso,9.295
2005-01-01,October,2005,Mato Grosso,7.765
2006-01-01,October,2006,Mato Grosso,2.327
2007-01-01,October,2007,Mato Grosso,4.89
2008-01-01,October,2008,Mato Grosso,6.326
2009-01-01,October,2009,Mato Grosso,2.579
2010-01-01,October,2010,Mato Grosso,4.465
2011-01-01,October,2011,Mato Grosso,2.01
2012-01-01,October,2012,Mato Grosso,2.837
2013-01-01,October,2013,Mato Grosso,1.986
2014-01-01,October,2014,Mato Grosso,5.281
2015-01-01,October,2015,Mato Grosso,6.49
2016-01-01,October,2016,Mato Grosso,2.749
2017-01-01,October,2017,Mato Grosso,4.8
1998-01-01,November,1998,Mato Grosso,182.0
1999-01-01,November,1999,Mato Grosso,842.0
2000-01-01,November,2000,Mato Grosso,502.0
2001-01-01,November,2001,Mato Grosso,373.0
2002-01-01,November,2002,Mato Grosso,2.905
2003-01-01,November,2003,Mato Grosso,2.097
2004-01-01,November,2004,Mato Grosso,2.405
2005-01-01,November,2005,Mato Grosso,1.368
2006-01-01,November,2006,Mato Grosso,1.031
2007-01-01,November,2007,Mato Grosso,299.0
2008-01-01,November,2008,Mato Grosso,190.0
2009-01-01,November,2009,Mato Grosso,588.0
